Code,Name,IndustryName,Exchange,TotalShares
BRS,CTCP Dịch vụ Đô thị Bà Rịa,"Nước, chất thải và các hệ thống khác",UPCoM,4541950
BSA,CTCP Thủy điện Buôn Đôn,"Phát, truyền tải và phân phối điện năng",UPCoM,60018942
BSC,CTCP Dịch vụ Bến Thành,Kho bãi,HNX,3150747
BSD,"CTCP Bia, Rượu Sài Gòn - Đồng Xuân",Sản xuất đồ uống và thuốc lá,UPCoM,3000000
BSG,CTCP Xe khách Sài Gòn,Vận tải trung chuyển và vận tải hành khách bằng đường bộ,UPCoM,60000000
BSH,CTCP Bia Sài Gòn - Hà Nội,Sản xuất đồ uống và thuốc lá,UPCoM,18000000
BSI,CTCP Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",HOSE,122070078
BSL,CTCP Bia Sài Gòn - Sông Lam,Sản xuất đồ uống và thuốc lá,UPCoM,45000000
BSMCorp,CTCP Phần mềm Giải pháp Quảnlý Mã vạch,Bán buôn hàng tiêu dùng,OTC,0
BSP,CTCP Bia Sài Gòn - Phú Thọ,Sản xuất đồ uống và thuốc lá,UPCoM,12500000
BSQ,CTCP Bia Sài Gòn - Quảng Ngãi,Sản xuất đồ uống và thuốc lá,UPCoM,45000000
BSR,CTCP Lọc hóa Dầu Bình Sơn,Sản xuất xăng dầu và than đá,UPCoM,244119369
BST,CTCP Sách và Thiết bị Bình Thuận,Công nghiệp xuất bản - Ngoại trừ internet,HNX,1100000
BT1,CTCP Bảo vệ Thực vật 1 Trung Ương,"Sản xuất hóa chất, dược phẩm",UPCoM,5250000
BT6,CTCP Beton 6,Sản xuất sản phẩm khoáng chất phi kim,UPCoM,32993550
BTB,CTCP Bia Hà Nội - Thái Bình,Sản xuất đồ uống và thuốc lá,UPCoM,7691226
BTC,CTCP Cơ khí  và Xây dựng Bình Triệu,"Sản xuất thiết bị, máy móc",OTC,30000000
BTCom,CTCP Đầu tư Thương mại Bến Thành,Chăn nuôi,OTC,0
BTD,CTCP Bê tông Ly tâm Thủ Đức,Sản xuất sản phẩm khoáng chất phi kim,UPCoM,6414100
BTG,CTCP Bao bì Tiền Giang,Sản xuất giấy,UPCoM,1190000
BTH,CTCP Chế tạo Biến thế và Vật liệu Điện Hà Nội,"Sản xuất trang thiết bị, dụng cụ điện",UPCoM,25000000
BTJ,CTCP Vàng bạc Đá quý Bến Thành,Sản xuất sản phẩm kim loại tổng hợp,OTC,0
BTL,CTCP Tập đoàn Capella,"Xây dựng nhà cửa, cao ốc",OTC,13625400
BTN,CTCP Gạch Tuy Nen Bình Định,Sản xuất sản phẩm khoáng chất phi kim,UPCoM,4465570
BTP,CTCP Nhiệt điện Bà Rịa,"Phát, truyền tải và phân phối điện năng",HOSE,60485600
BTR,CTCP Đường sắt Bình Trị Thiên,Hỗ trợ vận tải,UPCoM,1850000
BTS,CTCP Xi măng VICEM Bút Sơn,Sản xuất sản phẩm khoáng chất phi kim,HNX,123559858
BTT,CTCP Thương mại Dịch vụ Bến Thành,Của hàng hàng hóa tổng hợp,HOSE,13500000
BTU,CTCP Công trình Đô thị Bến Tre,Dịch vụ quản lý và tái chế chất thải,UPCoM,3600000
BTV,CTCP Dịch vụ Du lịch Bến Thành,Khách sạn và phòng ở,UPCoM,25000000
BTW,CTCP Cấp nước Bến Thành,"Nước, chất thải và các hệ thống khác",HNX,9360000
BTWASECO,CTCP Cấp thoát nước Bình Thuận,Chăn nuôi,OTC,0
BUD,CTCP Khoa học Công nghệ Việt Nam,Dịch vụ quản lý và tái chế chất thải,UPCoM,10000000
BVA,CTCP Sản xuất và Thương mại Bắc Việt,Bán buôn hàng lâu bền,OTC,0
BVB,Ngân hàng TMCP Bản Việt,Trung gian tín dụng và các hoạt động liên quan,UPCoM,317100000
BVC,CTCP Nhựa Bảo Vân,Chăn nuôi,OTC,24000000
BVF1,Quỹ đầu tư Chứng khoán Bảo Việt,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,0
BVFED,Quỹ đầu tư Cổ phiếu Năng động Bảo Việt,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,0
BVFMC,Công ty TNHH Quản lý Quỹ Bảo Việt,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",Khác,0
BVG,CTCP GROUP BẮC VIỆT,Sản xuất sản phẩm kim loại tổng hợp,UPCoM,9750948
BVH,Tập đoàn Bảo Việt,Bảo hiểm và các hoạt động liên quan,HOSE,742322764
BVIM,Công ty Liên doanh Quản lý Quỹ đầu tư BIDV - VIETNAM PARTNERS,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",Khác,0
BVN,CTCP Bông Việt Nam,"Sản xuất sợi, vải",UPCoM,5000000
BVS,CTCP Chứng khoán Bảo Việt,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",HNX,72233937
BWA,CTCP Cấp thoát nước và Xây dựng Bảo Lộc,"Nước, chất thải và các hệ thống khác",UPCoM,2700000
BWE,CTCP Nước - Môi trường Bình Dương,"Nước, chất thải và các hệ thống khác",HOSE,187500000
BWS,CTCP Cấp nước Bà Rịa - Vũng Tàu,"Nước, chất thải và các hệ thống khác",UPCoM,90000000
BXBTQuangNinh,Công ty TNHH MTV Bến Xe - Bến Tàu Quảng Ninh,Hỗ trợ vận tải,Khác,0
BXD,CTCP Vận tải và Quản lý Bến xe Đà Nẵng,Vận tải đường bộ,OTC,1736500
BXH,CTCP VICEM Bao bì Hải Phòng,Sản xuất giấy,HNX,3012040
BXT,Ban Quản lý và Điều hành Bến xe tàu,Hỗ trợ vận tải,UPCoM,63400
BacGiang,CTCP Xuất nhập Khẩu Bắc Giang,Sản xuất giấy,OTC,0
BachHoa,CTCP Tổng Bách hóa,Bán buôn hàng tiêu dùng,OTC,0
BachViet,CTCP Công nghệ và Đầu tư Bách Việt,Công nghiệp thu âm và phim ảnh,OTC,0
BaoBi277,Công ty TNHH MTV Bao Bì 277 Hà Nội,Bán buôn hàng tiêu dùng,Khác,0
BaoBiDuoc,CTCP  Bao bì Dược,Sản xuất giấy,OTC,0
BaoHoLaoDong,CTCP Tạp phẩm và Bảo hộ Lao động,Cửa hàng đồ nội thất và đồ dùng gia đình,OTC,0
BaoVietBank,Ngân hàng TMCP Bảo Việt,Trung gian tín dụng và các hoạt động liên quan,OTC,300000000
BaoVietResort,CTCP Khách Sạn và Du Lịch Bảo Việt,Khách sạn và phòng ở,OTC,0
Barotex,CTCP Thương mại và Đầu tư Barotex Việt Nam,"Sản xuất các sản phẩm điện tử, vi tính",OTC,65200000
Baseafood,CTCP Chế biến Xuất nhập khẩu Thủy sản Bà Rịa - Vũng Tàu,Sản xuất thực phẩm,OTC,4800000
BeTongHaiAu,CTCP Bê tông Hải Âu,Sản xuất sản phẩm khoáng chất phi kim,OTC,0
BecamexCMC,CTCP Vật liệu Xây dựng Becamex,Sản xuất khác,OTC,0
BenhVienGiaoThong,CTCP Bệnh viện Giao thông Vận tải ,Dịch vụ chăm sóc sức khỏe ngoại trú,OTC,0
Benthanhhouse,CTCP Phát triển và Dịch vụ Nhà Bến Thành,"Xây dựng nhà cửa, cao ốc",OTC,0
Beta,CTCP Chứng khoán Beta,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,40000000
BiaCanTho,CTCP  Bia Nước giải khát Cần Thơ,Sản xuất thực phẩm,OTC,2390000
BiaSaiGonDongNai,CTCP Bia Sài Gòn - Đồng Nai,Sản xuất thực phẩm,OTC,0
BiaSaiGonHaNam,CTCP Bia Sài Gòn - Hà Nam,Sản xuất thực phẩm,OTC,0
BiaSaiGonPhuYen,CTCP Bia Sài Gòn - Phú Yên,Sản xuất thực phẩm,OTC,6000000
BiaSaiGonQuyNhon,CTCP Bia Sài Gòn - Quy Nhơn,Sản xuất thực phẩm,OTC,0
BiaVietHa,CTCP Bia và Nước giải khát Việt Hà,Chăn nuôi,OTC,0
BikeThongNhat,Công ty TNHH MTV Thống Nhất,Sản xuất khác,Khác,0
BinhDien,CTCP Thủy điện Bình Điền,"Phát, truyền tải và phân phối điện năng",OTC,0
BinhDinh,CTCP Vật tư Kỹ thuật Nông nghiệp Bình Định,"Sản xuất hóa chất, dược phẩm",OTC,0
BinhTriThien,CTCP Lương thực Bình Trị Thiên,Bán buôn hàng tiêu dùng,OTC,0
Biprica,CTCP In và Bao bì Bình Định,Sản xuất giấy,OTC,0
Bluechipfund,Quỹ đầu tư Cổ phiếu Hàng đầu VCBF,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,0
BongSen,CTCP Bông Sen,Khách sạn và phòng ở,OTC,32663788
Britec,CTCP Tư vấn Thiết kế Cầu Lớn - Hầm,"Xây dựng nhà cửa, cao ốc",OTC,0
BuuDienCM,CTCP Xây lắp và Dịch vụ Bưu điện Cà Mau,Chăn nuôi,OTC,0
C12,CTCP Cầu 12,Xây dựng công nghiệp nặng và dân dụng,UPCoM,4850000
C21,CTCP Thế Kỷ 21 ,Phát triển bất động sản,UPCoM,19336371
C22,CTCP 22,Sản xuất thực phẩm,UPCoM,3550000
C32,CTCP CIC39,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),HOSE,15030145
C36,CTCP Quản lý và Xây dựng Công trình Giao thông 236,Xây dựng công nghiệp nặng và dân dụng,UPCoM,1123500
C42,CTCP Xây dựng Thủy lợi 42,"Xây dựng nhà cửa, cao ốc",OTC,0
C47,CTCP Xây dựng 47,Xây dựng công nghiệp nặng và dân dụng,HOSE,18722143
C4G,CTCP Tập đoàn CIENCO4,Xây dựng công nghiệp nặng và dân dụng,UPCoM,100000000
C69,CTCP Xây dựng 1369,"Xây dựng nhà cửa, cao ốc",HNX,30000000
C71,CTCP 471,Xây dựng công nghiệp nặng và dân dụng,UPCoM,5000000
C92,CTCP Xây dựng và Đầu tư 492,Xây dựng công nghiệp nặng và dân dụng,HNX,5312920
CAA,Công ty TNHH Tư vấn và Kiểm toán CA&A,Dịch vụ pháp lý,Khác,0
CAB,CTCP Tổng Công ty Truyền hình Cáp Việt Nam,Phát sóng - Ngoại trừ internet,UPCoM,45745876
CAD,CTCP Chế biến và Xuất nhập khẩu Thủy sản Cadovimex,Sản xuất thực phẩm,UPCoM,8799927
CADICO,CTCP Cadico,Chăn nuôi,OTC,0
CAG,CTCP Cảng An Giang,Hỗ trợ vận tải,HNX,13800000
CAGLOBAL,Công ty TNHH Kiểm toán và Tư vấn Toàn cầu,Dịch vụ pháp lý,Khác,0
CAM,CTCP Môi trường đô thị Cà Mau,"Nước, chất thải và các hệ thống khác",UPCoM,14400
CAN,CTCP Đồ hộp Hạ Long,Sản xuất thực phẩm,HNX,5000000
CAP,CTCP Lâm Nông sản Thực phẩm Yên Bái,Sản xuất giấy,HNX,5236023
CAPHEDALAT,Công ty TNHH MTV Xuất nhập khẩu Cà phê Đà Lạt,Hoạt động hỗ trợ cho nông lâm nghiệp,Khác,0
CASHIN,CTCP Công nghiệp Tàu thủy và Vận tải Cần Thơ,Vận tải đường thủy,OTC,4732985
CASOCO,CTCP Cảng Phú Định ,Hỗ trợ vận tải,OTC,0
CAT,CTCP Thủy sản Cà Mau,Sản xuất thực phẩm,UPCoM,9748579
CAV,CTCP Dây Cáp điện Việt Nam,"Sản xuất trang thiết bị, dụng cụ điện",HOSE,57600000
CBC,CTCP Chè Bàu Cạn,Trồng trọt,UPCoM,11882400
CBI,CTCP Gang thép Cao Bằng,Sản xuất các sản phẩm kim loại cơ bản,UPCoM,43006366
CBS,CTCP Mía Đường Cao Bằng,Sản xuất thực phẩm,UPCoM,3527925
CC1,Tổng Công ty Xây dựng Số 1 - CTCP,Xây dựng công nghiệp nặng và dân dụng,UPCoM,110000000
CC4,CTCP Đầu tư và Xây dựng Số 4,"Xây dựng nhà cửa, cao ốc",UPCoM,32000000
CC7,CTCP Xây dựng Công trình Giao thông 710,"Xây dựng nhà cửa, cao ốc",OTC,3167323
CCA,CTCP Xuất nhập khẩu Thuỷ sản Cần Thơ,Sản xuất thực phẩm,UPCoM,15092326
CCH,CTCP Tư vấn và Đầu tư Xây dựng CCIC Hà Nội,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",UPCoM,1000000
CCI,CTCP Đầu tư Phát triển Công nghiệp Thương mại Củ Chi,Trạm xăng,HOSE,17743865
CCL,CTCP Đầu Tư và Phát triển Đô Thị Dầu khí Cửu Long,Bất động sản ,HOSE,47499885
CCM,CTCP khoáng sản và Xi măng Cần Thơ,Sản xuất sản phẩm khoáng chất phi kim,UPCoM,6199900
CCN2,CTCP Xây dựng Số 2 Quảng Ninh,"Xây dựng nhà cửa, cao ốc",OTC,0
CCP,CTCP Cảng Cửa Cấm Hải Phòng,Hỗ trợ vận tải,UPCoM,2400000
CCR,CTCP Cảng Cam Ranh,Hỗ trợ vận tải,UPCoM,24501817
CCT,CTCP Cảng Cần Thơ,Hỗ trợ vận tải,UPCoM,28480000
CCV,CTCP Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",UPCoM,1800000
CDC,CTCP Chương Dương,Phát triển bất động sản,HOSE,21988716
CDG,CTCP Cầu Đuống,Sản xuất sản phẩm khoáng chất phi kim,UPCoM,3464995
CDH,CTCP Công trình Công cộng và Dịch vụ Du lịch Hải Phòng,Dịch vụ quản lý và tái chế chất thải,UPCoM,2000000
CDN,CTCP Cảng Đà Nẵng,Hỗ trợ vận tải,HNX,99000000
CDO,CTCP Tư vấn Thiết kế và Phát triển Đô thị,Bán buôn hàng lâu bền,UPCoM,31504975
CDP,CTCP Dược phẩm Trung ương Codupha,Bán buôn hàng tiêu dùng,UPCoM,18270000
CDR,CTCP Xây dựng Cao su Đồng Nai,Xây dựng công nghiệp nặng và dân dụng,UPCoM,1600000
CE1,CTCP Xây dựng và Thiết bị Công nghiệp CIE1,"Sản xuất thiết bị, máy móc",UPCoM,6000000
CEC,CTCP Thiết kế Công Nghiệp Hóa chất,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",UPCoM,5977036
CEE,CTCP Xây dựng Hạ tầng CII,Xây dựng công nghiệp nặng và dân dụng,HOSE,41500000
CEG,CTCP Tập đoàn Xây dựng và Thiết bị Công nghiệp,"Sản xuất thiết bị, máy móc",UPCoM,3800000
CEN,CTCP CENCON Việt Nam,Bán buôn hàng tiêu dùng,UPCoM,3809200
CEO,CTCP Tập đoàn C.E.O,Phát triển bất động sản,HNX,257339985
CER,CTCP Địa chính và Tài nguyên Môi trường,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",OTC,1335000
CET,CTCP HTC Holding,Sản xuất khác,HNX,6050000
CFC,CTCP Cafico Việt Nam,Sản xuất thực phẩm,UPCoM,2443680
CFM,CTCP Đầu tư CFM,Dịch vụ giáo dục,UPCoM,2000000
CFV,CTCP Cà phê Thắng Lợi,Sản xuất thực phẩm,UPCoM,6256100
CGL,CTCP Thương mại Gia Lai,Bán buôn hàng lâu bền,UPCoM,1880000
CGP,CTCP Dược phẩm Cần Giờ,"Sản xuất hóa chất, dược phẩm",OTC,10735708
CGV,CTCP Sành sứ Thủy tinh Việt Nam,Sản xuất sản phẩm khoáng chất phi kim,UPCoM,9499956
CH5,CTCP Xây dựng Số 5 Hà Nội,"Xây dựng nhà cửa, cao ốc",UPCoM,3732450
CHC,CTCP Cẩm Hà,Sản xuất các sản phẩm gỗ,UPCoM,2720000
CHIN2,CTCP Chín Chín Núi,Chăn nuôi,OTC,0
CHP,CTCP Thủy điện Miền Trung,"Phát, truyền tải và phân phối điện năng",HOSE,146912668
CHS,CTCP Chiếu sáng Công cộng Thành phố Hồ Chí Minh,"Xây dựng nhà cửa, cao ốc",UPCoM,28400000
CHUBBLIFE,Công ty TNHH MTV Quản lý Quỹ CHUBB LIFE,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",Khác,0
CHULAIQN,CTCP Đầu tư và Phát triển Kỳ Hà - Chu Lai  Quảng Nam,Chăn nuôi,OTC,0
CI5,CTCP Đầu Tư Xây dựng Số 5,Xây dựng công nghiệp nặng và dân dụng,UPCoM,2700000
CIA,CTCP Dịch vụ Sân bay Quốc tế Cam Ranh,Của hàng hàng hóa tổng hợp,HNX,19709904
CIC,CTCP Đầu tư và Xây dựng Cotec,"Xây dựng nhà cửa, cao ốc",OTC,4635062
CIC1,CTCP Xây dựng Dân dụng Công nghiệp Số 1 - Đồng Nai,"Xây dựng nhà cửa, cao ốc",OTC,1537200
CIC8,CTCP Đầu tư và Xây dựng Số 8,"Xây dựng nhà cửa, cao ốc",OTC,400000
CICP1,CTCP Tư vấn Đầu tư và Xây dựng Công trình 1,Xây dựng công nghiệp nặng và dân dụng,OTC,0
CID,CTCP Xây dựng và Phát triển Cơ sở Hạ tầng,Bất động sản ,UPCoM,1082000
CIE,CTCP Đầu tư và Xây dựng Công trình 128,"Xây dựng nhà cửa, cao ốc",OTC,0
CIENCO1,Tổng Công ty Xây dựng Công trình Giao thông 1 - CTCP,"Xây dựng nhà cửa, cao ốc",OTC,0
CIENCO473,CTCP 473,"Xây dựng nhà cửa, cao ốc",OTC,2000000
CIENCO5,Tổng Công ty Xây dựng Công trình Giao thông 5 - CTCP,"Xây dựng nhà cửa, cao ốc",OTC,0
CIENCO503,CTCP Xây dựng Giao thông 503,"Xây dựng nhà cửa, cao ốc",OTC,0
CIENCO610,CTCP Xây dựng Công trình Giao thông 610,"Xây dựng nhà cửa, cao ốc",OTC,2686300
CIENCO624,CTCP Vật tư Thiết bị và Xây dựng Công trình 624,"Xây dựng nhà cửa, cao ốc",OTC,0
CIENCO8,Tổng Công ty Xây dựng Công trình Giao thông 8 - CTCP,"Xây dựng nhà cửa, cao ốc",Khác,0
CIG,CTCP COMA 18,Phát triển bất động sản,HOSE,31539947
CII,CTCP Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,Xây dựng công nghiệp nặng và dân dụng,HOSE,283168152
CIMB,Công ty TNHH Chứng khoán CIMB-VINASHIN,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Khác,33334000
CIP,CTCP Xây lắp và Sản xuất Công nghiệp,Xây dựng công nghiệp nặng và dân dụng,UPCoM,4545000
CIV,CTCP Đầu tư Vinamotor,Vận tải đường bộ,OTC,3155930
CJC,CTCP Cơ điện Miền Trung,"Sản xuất thiết bị, máy móc",HNX,4000000
CJC203,CTCP Xây dựng 203,"Xây dựng nhà cửa, cao ốc",OTC,0
CK8,CTCP Cơ khí 120,"Sản xuất thiết bị, máy móc",OTC,3000000
CKA,CTCP Cơ Khí An Giang,Sản xuất sản phẩm kim loại tổng hợp,UPCoM,3286404
CKD,CTCP Cơ khí Đông Anh LICOGI,Sản xuất sản phẩm kim loại tổng hợp,UPCoM,31000000
CKG,CTCP Tập đoàn Tư vấn Đầu tư và Xây dựng Kiên Giang,Phát triển bất động sản,HOSE,52499781
CKH,CTCP Cơ khí Chế Tạo Hải Phòng,"Sản xuất thiết bị, máy móc",UPCoM,1037626
CKI,CTCP Cơ khí ngành In,Sửa chữa và bảo trì,OTC,0
CKTAYNINH,CTCP Cơ khí Tây Ninh,"Sản xuất thiết bị, máy móc",OTC,0
CKV,CTCP COKYVINA,Bán buôn hàng lâu bền,HNX,4050000
CLC,CTCP Cát Lợi,Sản xuất đồ uống và thuốc lá,HOSE,26207583
CLG,CTCP Đầu tư và Phát triển Nhà đất COTEC,"Xây dựng nhà cửa, cao ốc",HOSE,21150000
CLH,CTCP Xi măng La Hiên VVMI,Sản xuất sản phẩm khoáng chất phi kim,HNX,12000000
CLL,CTCP Cảng Cát Lái,Hỗ trợ vận tải,HOSE,34000000
CLM,CTCP Xuất nhập khẩu Than - Vinacomin,Bán buôn hàng lâu bền,HNX,11000000
CLP,CTCP Thủy sản Cửu Long,Sản xuất thực phẩm,OTC,8000000
CLS,CTCP Chứng khoán Chợ Lớn,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,0
CLW,CTCP Cấp nước Chợ Lớn,"Nước, chất thải và các hệ thống khác",HOSE,13000000
CLX,CTCP Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),Bán buôn hàng tiêu dùng,UPCoM,86600000
CMC,CTCP Đầu tư CMC,Bán buôn hàng lâu bền,HNX,4561050
CMCHanoi,CTCP Vật liệu Xây dựng Hà Nội,Cửa hàng đồ nội thất và đồ dùng gia đình,OTC,0
CMD,CTCP Vật liệu Xây dựng và Trang trí nội thất Thành phố Hồ Chí Minh,Bán buôn hàng lâu bền,UPCoM,15000000
CMF,CTCP Thực phẩm Cholimex,Sản xuất thực phẩm,UPCoM,8100000
CMG,CTCP Tập đoàn Công nghệ CMC,Các dịch vụ thông tin khác,HOSE,99999866
CMI,CTCP CMISTONE Việt Nam,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),UPCoM,15002500
CMK,CTCP Cơ khí Mạo Khê - Vinacomin,Bán buôn hàng lâu bền,UPCoM,1432578
CMN,CTCP Lương thực Thực phẩm Colusa - Miliket,Sản xuất thực phẩm,UPCoM,4800000
CMP,CTCP Cảng Chân Mây,Hỗ trợ vận tải,UPCoM,32405415
CMS,CTCP CMVIETNAM,Xây dựng công nghiệp nặng và dân dụng,HNX,17200000
CMT,CTCP Công nghệ Mạng và Truyền thông,Viễn thông,UPCoM,8000000
CMV,CTCP Thương nghiệp Cà Mau,Của hàng hàng hóa tổng hợp,HOSE,12103912
CMW,CTCP Cấp nước Cà Mau,"Nước, chất thải và các hệ thống khác",UPCoM,15534900
CMX,CTCP Camimex Group,Sản xuất thực phẩm,HOSE,30408751
CNC,CTCP Công nghệ Cao Traphaco,Bán buôn hàng tiêu dùng,UPCoM,11364325
CNG,CTCP CNG Việt Nam,Phân phối khí đốt thiên nhiên,HOSE,27000000
CNH,CTCP Cảng Nha Trang,Hỗ trợ vận tải,OTC,24539049
CNN,CTCP Tư vấn Công nghệ Thiết bị và Kiểm Định Xây dựng - Coninco,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",UPCoM,8800000
CNT,CTCP Xây dựng và Kinh doanh Vật tư,Bán buôn hàng tiêu dùng,UPCoM,40015069
CO122,CTCP Xây dựng và Đầu tư 122 - Cienco 1,"Xây dựng nhà cửa, cao ốc",OTC,0
COM,CTCP Vật tư Xăng Dầu,Trạm xăng,HOSE,14120628
COMPT,"Công ty TNHH Tư vấn Đầu tư, Tài chính, Kế toán Thuế - Kiểm toán COM.PT",Dịch vụ pháp lý,Khác,0
CONSTRAD423,CTCP  Xây dựng và Thương mại 423,"Xây dựng nhà cửa, cao ốc",OTC,1250000
COPAC,CTCP Đầu Tư Xây dựng và Thương mại Thái Bình Dương,"Xây dựng nhà cửa, cao ốc",OTC,9700000
